article,text,notes
110,มาตรา ๑๑๐  ผู้ใดกระทำการประทุษร้ายต่อพระองค์ หรือเสรีภาพของพระราชินีหรือรัชทายาท หรือต่อร่างกายหรือเสรีภาพของผู้สำเร็จราชการแทนพระองค์ ต้องระวางโทษจำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบหกปีถึงยี่สิบปี ผู้ใดพยายามกระทำการเช่นว่านั้น ต้องระวางโทษเช่นเดียวกัน ถ้าการกระทำนั้นมีลักษณะอันน่าจะเป็นอันตรายแก่พระชนม์หรือชีวิต ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิ ผู้ใดกระทำการใดอันเป็นการตระเตรียมเพื่อประทุษร้ายต่อพระองค์ หรือเสรีภาพของพระราชินีหรือรัชทายาท หรือต่อร่างกายหรือเสรีภาพของผู้สำเร็จราชการแทนพระองค์ หรือรู้ว่ามีผู้จะประทุษร้ายต่อพระองค์ หรือเสรีภาพของพระราชินีหรือรัชทายาท หรือประทุษร้ายต่อร่างกายหรือเสรีภาพของผู้สำเร็จราชการแทนพระองค์ กระทำการใดอันเป็นการช่วยปกปิดไว้ ต้องระวางโทษจำคุกตั้งแต่สิบสองปีถึงยี่สิบปี
111,มาตรา ๑๑๑  ผู้ใดเป็นผู้สนับสนุนในการกระทำความผิดตามมาตรา ๑๐๗ ถึงมาตรา ๑๑๐ ต้องระวางโทษเช่นเดียวกับตัวการในความผิดนั้น
112,มาตรา ๑๑๒ ผู้ใดหมิ่นประมาท ดูหมิ่น หรือแสดงความอาฆาตมาดร้ายพระมหากษัตริย์ พระราชินี รัชทายาท หรือผู้สำเร็จราชการแทนพระองค์ ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบห้าปี
113,มาตรา ๑๑๓  ผู้ใดใช้กำลังประทุษร้าย หรือขู่เข็ญว่าจะใช้กำลังประทุษร้าย เพื่อ (๑) ล้มล้างหรือเปลี่ยนแปลงรัฐธรรมนูญ (๒) ล้มล้างอำนาจนิติบัญญัติ อำนาจบริหาร หรืออำนาจตุลาการแห่งรัฐธรรมนูญ หรือให้ใช้อำนาจดังกล่าวแล้วไม่ได้ หรือ (๓) แบ่งแยกราชอาณาจักรหรือยึดอำนาจปกครองในส่วนหนึ่งส่วนใดแห่งราชอาณาจักร ผู้นั้นกระทำความผิดฐานเป็นกบฏ ต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต
114,มาตรา ๑๑๔  ผู้ใดสะสมกำลังพลหรืออาวุธ ตระเตรียมการอื่นใด หรือสมคบกันเพื่อเป็นกบฏ หรือกระทำความผิดใด ๆ อันเป็นส่วนของแผนการเพื่อเป็นกบฏ หรือยุยงราษฎรให้เป็นกบฏ หรือรู้ว่ามีผู้จะเป็นกบฏ แล้วกระทำการใดอันเป็นการช่วยปกปิดไว้ ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบห้าปี
115,มาตรา ๑๑๕  ผู้ใดยุยงทหารหรือตำรวจให้หนีราชการ ให้ละเลยไม่กระทำการตามหน้าที่ หรือให้ก่อการกำเริบ ต้องระวางโทษจำคุกไม่เกินห้าปี ถ้าความผิดนั้นได้กระทำลงโดยมุ่งหมายจะบ่อนให้วินัยและสมรรถภาพของกรมกองทหารหรือตำรวจเสื่อมทรามลง ผู้กระทำต้องระวางโทษจำคุกไม่เกินสิบปี
116,มาตรา ๑๑๖  ผู้ใดกระทำให้ปรากฏแก่ประชาชนด้วยวาจา หนังสือหรือวิธีอื่นใดอันมิใช่เป็นการกระทำภายในความมุ่งหมายแห่งรัฐธรรมนูญ หรือมิใช่เพื่อแสดงความคิดเห็นหรือติชมโดยสุจริต (๑) เพื่อให้เกิดการเปลี่ยนแปลงในกฎหมายแผ่นดินหรือรัฐบาล โดยใช้กำลังข่มขืนใจหรือใช้กำลังประทุษร้าย (๒) เพื่อให้เกิดความปั่นป่วนหรือกระด้างกระเดื่องในหมู่ประชาชนถึงขนาดที่จะก่อความไม่สงบขึ้นในราชอาณาจักร หรือ (๓) เพื่อให้ประชาชนล่วงละเมิดกฎหมายแผ่นดิน ต้องระวางโทษจำคุกไม่เกินเจ็ดปี
117,มาตรา ๑๑๗  ผู้ใดยุยงหรือจัดให้เกิดการร่วมกันหยุดงาน การร่วมกันปิดงานงดจ้าง หรือการร่วมกันไม่ยอมค้าขาย หรือติดต่อทางธุรกิจกับบุคคลใด ๆ เพื่อให้เกิดการเปลี่ยนแปลงในกฎหมายแผ่นดิน เพื่อบังคับรัฐบาลหรือเพื่อข่มขู่ประชาชน ต้องระวางโทษจำคุกไม่เกินเจ็ดปี หรือปรับไม่เกินหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ ผู้ใดทราบความมุ่งหมายดังกล่าวและเข้ามีส่วนหรือเข้าช่วยในการร่วมกันหยุดงาน การร่วมกันปิดงานงดจ้างหรือการร่วมกันไม่ยอมค้าขายหรือติดต่อทางธุรกิจกับบุคคลใด ๆ นั้น ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ ผู้ใดทราบความมุ่งหมายดังกล่าว และใช้กำลังประทุษร้าย ขู่เข็ญว่าจะใช้กำลังประทุษร้ายหรือทำให้หวาดกลัวด้วยประการใด ๆ เพื่อให้บุคคลเข้ามีส่วนหรือเข้าช่วยในการร่วมกันหยุดงาน การร่วมกันปิดงานงดจ้างหรือการร่วมกันไม่ยอมค้าขายหรือติดต่อทางธุรกิจกับบุคคลใด ๆ นั้น ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
118,มาตรา ๑๑๘  ผู้ใดกระทำการใด ๆ ต่อธงหรือเครื่องหมายอื่นใดอันมีความหมายถึงรัฐ เพื่อเหยียดหยามประเทศชาติ ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๕ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
119,มาตรา ๑๑๙  ผู้ใดกระทำการใด ๆ เพื่อให้ราชอาณาจักรหรือส่วนหนึ่งส่วนใดของราชอาณาจักรตกไปอยู่ใต้อำนาจอธิปไตยของรัฐต่างประเทศ หรือเพื่อให้เอกราชของรัฐเสื่อมเสียไป ต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต
120,มาตรา ๑๒๐  ผู้ใดคบคิดกับบุคคลซึ่งกระทำการเพื่อประโยชน์ของรัฐต่างประเทศ ด้วยความประสงค์ที่จะก่อให้เกิดการดำเนินการรบต่อรัฐ หรือในทางอื่นที่เป็นปรปักษ์ต่อรัฐ ต้องระวางโทษจำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบปีถึงยี่สิบปี
121,มาตรา ๑๒๑  คนไทยคนใดกระทำการรบต่อประเทศหรือเข้าร่วมเป็นข้าศึกของประเทศ ต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต
122,มาตรา ๑๒๒  ผู้ใดกระทำการใด ๆ เพื่ออุปการะแก่การดำเนินการรบหรือการตระเตรียมการรบของข้าศึก ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงสิบห้าปี ถ้าการอุปการะนั้นเป็นการ (๑) ทำให้ป้อม ค่าย สนามบิน ยานรบ ยานพาหนะ ทางคมนาคม สิ่งที่ใช้ในการสื่อสาร ยุทธภัณฑ์ เสบียงอาหาร อู่เรือ อาคาร หรือสิ่งอื่นใดสำหรับใช้เพื่อการสงครามใช้การไม่ได้หรือตกไปอยู่ในเงื้อมมือของข้าศึก (๒) ยุยงทหารให้ละเลยไม่กระทำการตามหน้าที่ ก่อการกำเริบ หนีราชการหรือละเมิดวินัย (๓) กระทำจารกรรม นำหรือแนะทางให้ข้าศึก หรือ (๔) กระทำโดยประการอื่นใดให้ข้าศึกได้เปรียบในการรบ ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต
123,มาตรา ๑๒๓  ผู้ใดกระทำการใด ๆ เพื่อให้ได้มาซึ่งข้อความเอกสารหรือสิ่งใด ๆ อันปกปิดไว้เป็นความลับสำหรับความปลอดภัยของประเทศ ต้องระวางโทษจำคุกไม่เกินสิบปี
124,มาตรา ๑๒๔  ผู้ใดกระทำการใด ๆ เพื่อให้ผู้อื่นล่วงรู้ หรือได้ไปซึ่งข้อความ เอกสารหรือสิ่งใด ๆ อันปกปิดไว้เป็นความลับสำหรับความปลอดภัยของประเทศ ต้องระวางโทษจำคุกไม่เกินสิบปี ถ้าความผิดนั้นได้กระทำในระหว่างประเทศอยู่ในการรบหรือการสงคราม ผู้กระทำต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงสิบห้าปี ถ้าความผิดดังกล่าวมาในสองวรรคก่อน ได้กระทำเพื่อให้รัฐต่างประเทศได้ประโยชน์ ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต
125,มาตรา ๑๒๕  ผู้ใดปลอม ทำเทียมขึ้น กักไว้ ซ่อนเร้น ปิดบัง ยักย้าย ทำให้เสียหาย ทำลาย หรือทำให้สูญหายหรือไร้ประโยชน์ซึ่งเอกสารหรือแบบใด ๆ อันเกี่ยวกับส่วนได้เสียของรัฐในการระหว่างประเทศ ต้องระวางโทษจำคุกไม่เกินสิบปี
126,มาตรา ๑๒๖  ผู้ใดได้รับมอบหมายจากรัฐบาลให้กระทำกิจการของรัฐกับรัฐบาลต่างประเทศ ถ้าและโดยทุจริตไม่ปฏิบัติการตามที่ได้รับมอบหมายต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี
127,มาตรา ๑๒๗  ผู้ใดกระทำการใด ๆ เพื่อให้เกิดเหตุร้ายแก่ประเทศจากภายนอก ต้องระวางโทษจำคุกไม่เกินสิบปี ถ้าเหตุร้ายเกิดขึ้น ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต หรือจำคุกตั้งแต่สองปีถึงยี่สิบปี
128,มาตรา ๑๒๘  ผู้ใดตระเตรียมการ หรือพยายามกระทำความผิดใด ๆ ในหมวดนี้ ต้องระวางโทษตามที่บัญญัติไว้สำหรับความผิดนั้น
129,มาตรา ๑๒๙  ผู้ใดเป็นผู้สนับสนุนในการกระทำความผิดใด ๆ ในหมวดนี้ ต้องระวางโทษเช่นเดียวกับตัวการในความผิดนั้น
130,มาตรา ๑๓๐  ผู้ใดทำร้ายร่างกายหรือประทุษร้ายต่อเสรีภาพของราชาธิบดี ราชินี ราชสามี รัชทายาทหรือประมุขแห่งรัฐต่างประเทศ ซึ่งมีสัมพันธไมตรี ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบห้าปี ผู้ใดพยายามกระทำการเช่นว่านั้น ต้องระวางโทษเช่นเดียวกัน
131,มาตรา ๑๓๑  ผู้ใดทำร้ายร่างกายหรือประทุษร้ายต่อเสรีภาพของผู้แทนรัฐต่างประเทศ ซึ่งได้รับแต่งตั้งให้มาสู่พระราชสำนัก ต้องระวางโทษจำคุกไม่เกินสิบปี ผู้ใดพยายามกระทำการเช่นว่านั้น ต้องระวางโทษเช่นเดียวกัน
132,มาตรา ๑๓๒  ผู้ใดฆ่าหรือพยายามฆ่าบุคคลหนึ่งบุคคลใดดังระบุไว้ในมาตรา ๑๓๐ หรือมาตรา ๑๓๑ ต้องระวางโทษประหารชีวิตหรือจำคุกตลอดชีวิต
133,มาตรา ๑๓๓  ผู้ใดหมิ่นประมาท ดูหมิ่น หรือแสดงความอาฆาตมาดร้ายราชาธิบดี ราชินี ราชสามี รัชทายาท หรือประมุขแห่งรัฐต่างประเทศ ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงเจ็ดปี หรือปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๕ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
134,มาตรา ๑๓๔  ผู้ใดหมิ่นประมาท ดูหมิ่น หรือแสดงความอาฆาตมาดร้ายผู้แทนรัฐต่างประเทศซึ่งได้รับแต่งตั้งให้มาสู่พระราชสำนัก ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงห้าปี หรือปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๕ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
135,มาตรา ๑๓๕  ผู้ใดกระทำการใด ๆ ต่อธงหรือเครื่องหมายอื่นใด อันมีความหมายถึงรัฐต่างประเทศซึ่งมีสัมพันธไมตรี เพื่อเหยียดหยามรัฐนั้น ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๕ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
135/1,มาตรา ๑๓๕/๑  ผู้ใดกระทำการอันเป็นความผิดอาญาดังต่อไปนี้ (๑) ใช้กำลังประทุษร้าย หรือกระทำการใดอันก่อให้เกิดอันตรายต่อชีวิต หรืออันตรายอย่างร้ายแรงต่อร่างกาย หรือเสรีภาพของบุคคลใด ๆ (๒) กระทำการใดอันก่อให้เกิดความเสียหายอย่างร้ายแรงแก่ระบบการขนส่งสาธารณะ ระบบโทรคมนาคม หรือโครงสร้างพื้นฐานอันเป็นประโยชน์สาธารณะ (๓) กระทำการใดอันก่อให้เกิดความเสียหายแก่ทรัพย์สินของรัฐหนึ่งรัฐใด หรือของบุคคลใด หรือต่อสิ่งแวดล้อม อันก่อให้เกิดหรือน่าจะก่อให้เกิดความเสียหายทางเศรษฐกิจอย่างสำคัญ ถ้าการกระทำนั้นได้กระทำโดยมีความมุ่งหมายเพื่อขู่เข็ญหรือบังคับรัฐบาลไทย รัฐบาลต่างประเทศ หรือองค์การระหว่างประเทศ ให้กระทำหรือไม่กระทำการใดอันจะก่อให้เกิดความเสียหายอย่างร้ายแรง หรือเพื่อสร้างความปั่นป่วนโดยให้เกิดความหวาดกลัวในหมู่ประชาชน ผู้นั้นกระทำความผิดฐานก่อการร้าย ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สามปีถึงยี่สิบปี และปรับตั้งแต่หกหมื่นบาทถึงหนึ่งล้านบาท การกระทำในการเดินขบวน ชุมนุม ประท้วง โต้แย้ง หรือเคลื่อนไหวเพื่อเรียกร้องให้รัฐช่วยเหลือหรือให้ได้รับความเป็นธรรมอันเป็นการใช้เสรีภาพตามรัฐธรรมนูญ ไม่เป็นการกระทำความผิดฐานก่อการร้าย
135/2,มาตรา ๑๓๕/๒  ผู้ใด (๑) ขู่เข็ญว่าจะกระทำการก่อการร้าย โดยมีพฤติการณ์อันควรเชื่อได้ว่าบุคคลนั้นจะกระทำการตามที่ขู่เข็ญจริง หรือ (๒) สะสมกำลังพลหรืออาวุธ จัดหาหรือรวบรวมทรัพย์สิน ให้หรือรับการฝึกการก่อการร้าย ตระเตรียมการอื่นใด หรือสมคบกัน เพื่อก่อการร้าย หรือกระทำความผิดใด ๆ อันเป็นส่วนของแผนการเพื่อก่อการร้าย หรือยุยงประชาชนให้เข้ามีส่วนในการก่อการร้าย หรือรู้ว่ามีผู้จะก่อการร้ายแล้วกระทำการใดอันเป็นการช่วยปกปิดไว้ ผู้นั้นต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท
135/3,มาตรา ๑๓๕/๓  ผู้ใดเป็นผู้สนับสนุนในการกระทำความผิดตามมาตรา ๑๓๕/๑ หรือมาตรา ๑๓๕/๒ ต้องระวางโทษเช่นเดียวกับตัวการในความผิดนั้น ๆ
135/4,มาตรา ๑๓๕/๔ ผู้ใดเป็นสมาชิกของคณะบุคคลซึ่งมีมติของหรือประกาศภายใต้คณะมนตรีความมั่นคงแห่งสหประชาชาติกำหนดให้เป็นคณะบุคคลที่มีการกระทำอันเป็นการก่อการร้ายและรัฐบาลไทยได้ประกาศให้ความรับรองมติหรือประกาศดังกล่าวด้วยแล้ว ผู้นั้นต้องระวางโทษจำคุกไม่เกินเจ็ดปีและปรับไม่เกินหนึ่งแสนสี่หมื่นบาท
136,มาตรา ๑๓๖  ผู้ใดดูหมิ่นเจ้าพนักงานซึ่งกระทำการตามหน้าที่ หรือเพราะได้กระทำการตามหน้าที่ ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๕ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
137,มาตรา ๑๓๗  ผู้ใดแจ้งข้อความอันเป็นเท็จแก่เจ้าพนักงาน ซึ่งอาจทำให้ผู้อื่นหรือประชาชนเสียหาย ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
138,มาตรา ๑๓๘  ผู้ใดต่อสู้ หรือขัดขวางเจ้าพนักงานหรือผู้ซึ่งต้องช่วยเจ้าพนักงานตามกฎหมายในการปฏิบัติการตามหน้าที่ ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ ถ้าการต่อสู้หรือขัดขวางนั้น ได้กระทำโดยใช้กำลังประทุษร้ายหรือขู่เข็ญว่าจะใช้กำลังประทุษร้าย ผู้กระทำต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๕ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
139,มาตรา ๑๓๙  ผู้ใดข่มขืนใจเจ้าพนักงานให้ปฏิบัติการอันมิชอบด้วยหน้าที่ หรือให้ละเว้นการปฏิบัติการตามหน้าที่โดยใช้กำลังประทุษร้าย หรือขู่เข็ญว่าจะใช้กำลังประทุษร้าย ต้องระวางโทษจำคุกไม่เกินสี่ปี หรือปรับไม่เกินแปดหมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
140,มาตรา ๑๔๐  ถ้าความผิดตามมาตรา ๑๓๘ วรรคสอง หรือมาตรา ๑๓๙ ได้กระทำโดยมีหรือใช้อาวุธ หรือโดยร่วมกระทำความผิดด้วยกันตั้งแต่สามคนขึ้นไป ผู้กระทำต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาทหรือทั้งจำทั้งปรับ ถ้ากระทำโดยอ้างอำนาจอั้งยี่หรือซ่องโจร ไม่ว่าอั้งยี่หรือซ่องโจรนั้นจะมีอยู่หรือไม่ ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท ถ้าความผิดตามมาตรานี้ได้กระทำโดยมีหรือใช้อาวุธปืนหรือวัตถุระเบิด ผู้กระทำต้องระวางโทษหนักกว่าโทษที่กฎหมายบัญญัติไว้ในสองวรรคก่อนกึ่งหนึ่ง,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๖ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
141,มาตรา ๑๔๑  ผู้ใดถอน ทำให้เสียหาย ทำลายหรือทำให้ไร้ประโยชน์ซึ่งตราหรือเครื่องหมายอันเจ้าพนักงานได้ประทับหรือหมายไว้ที่สิ่งใด ๆ ในการปฏิบัติการตามหน้าที่ เพื่อเป็นหลักฐานในการยึด อายัดหรือรักษาสิ่งนั้น ๆ ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
142,มาตรา ๑๔๒  ผู้ใดทำให้เสียหาย ทำลาย ซ่อนเร้น เอาไปเสีย หรือทำให้สูญหาย หรือไร้ประโยชน์ซึ่งทรัพย์สิน หรือเอกสารใด ๆ อันเจ้าพนักงานได้ยึด รักษาไว้ หรือสั่งให้ส่งเพื่อเป็นพยานหลักฐาน หรือเพื่อบังคับการให้เป็นไปตามกฎหมาย ไม่ว่าเจ้าพนักงานจะรักษาทรัพย์หรือเอกสารนั้นไว้เอง หรือสั่งให้ผู้นั้นหรือผู้อื่น ส่งหรือรักษาไว้ก็ตาม ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
143,มาตรา ๑๔๓  ผู้ใดเรียก รับหรือยอมจะรับทรัพย์สิน หรือประโยชน์อื่นใดสำหรับตนเองหรือผู้อื่น เป็นการตอบแทนในการที่จะจูงใจหรือได้จูงใจเจ้าพนักงาน สมาชิกสภานิติบัญญัติแห่งรัฐ สมาชิกสภาจังหวัดหรือสมาชิกสภาเทศบาลโดยวิธีอันทุจริตหรือผิดกฎหมายหรือโดยอิทธิพลของตนให้กระทำการ หรือไม่กระทำการในหน้าที่อันเป็นคุณหรือเป็นโทษแก่บุคคลใด ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
144,มาตรา ๑๔๔  ผู้ใดให้ ขอให้หรือรับว่าจะให้ทรัพย์สิน หรือประโยชน์อื่นใดแก่เจ้าพนักงาน สมาชิกสภานิติบัญญัติแห่งรัฐ สมาชิกสภาจังหวัดหรือสมาชิกสภาเทศบาล เพื่อจูงใจให้กระทำการ ไม่กระทำการ หรือประวิงการกระทำอันมิชอบด้วยหน้าที่ ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
145,มาตรา ๑๔๕  ผู้ใดแสดงตนเป็นเจ้าพนักงาน และกระทำการเป็นเจ้าพนักงาน โดยตนเองมิได้เป็นเจ้าพนักงานที่มีอำนาจกระทำการนั้น ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ เจ้าพนักงานผู้ใดได้รับคำสั่งมิให้ปฏิบัติการตามตำแหน่งหน้าที่ต่อไปแล้ว ยังฝ่าฝืนกระทำการใด ๆ ในตำแหน่งหน้าที่นั้น ต้องระวางโทษตามที่กำหนดไว้ในวรรคแรกดุจกัน,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
146,มาตรา ๑๔๖  ผู้ใดไม่มีสิทธิที่จะสวมเครื่องแบบหรือประดับเครื่องหมายของเจ้าพนักงาน สมาชิกสภานิติบัญญัติแห่งรัฐ สมาชิกสภาจังหวัดหรือสมาชิกสภาเทศบาล หรือไม่มีสิทธิใช้ยศ ตำแหน่ง เครื่องราชอิสริยาภรณ์หรือสิ่งที่หมายถึงเครื่องราชอิสริยาภรณ์ กระทำการเช่นนั้นเพื่อให้บุคคลอื่นเชื่อว่าตนมีสิทธิ ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๔ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
147,มาตรา ๑๔๗  ผู้ใดเป็นเจ้าพนักงาน มีหน้าที่ซื้อ ทำ จัดการหรือรักษาทรัพย์ใด เบียดบังทรัพย์นั้นเป็นของตน หรือเป็นของผู้อื่นโดยทุจริต หรือโดยทุจริตยอมให้ผู้อื่นเอาทรัพย์นั้นเสีย ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี หรือจำคุกตลอดชีวิต และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๗ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
148,มาตรา ๑๔๘  ผู้ใดเป็นเจ้าพนักงาน ใช้อำนาจในตำแหน่งโดยมิชอบ ข่มขืนใจหรือจูงใจเพื่อให้บุคคลใดมอบให้หรือหามาให้ซึ่งทรัพย์สินหรือประโยชน์อื่นใดแก่ตนเองหรือผู้อื่น ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี หรือจำคุกตลอดชีวิต และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท หรือประหารชีวิต,[อัตราโทษ แก้ไขเพิ่มเติมโดยมาตรา ๗ แห่งพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ๒๖) พ.ศ. ๒๕๖๐]
